model,regularizer,seed,sigma,acc,matrix_csv
fc2_h16,weight_decay,43,0.4,93.94,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,weight_decay,43,0.5,93.77,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,weight_decay,43,0.6,93.48,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,weight_decay,43,0.7,93.44,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,weight_decay,43,0.8,93.11,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,weight_decay,43,0.9,92.89,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,weight_decay,43,1.0,92.18,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,weight_decay,44,0.0,94.24,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,weight_decay,44,0.1,94.14,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,weight_decay,44,0.2,93.97,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,weight_decay,44,0.3,94.07,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,weight_decay,44,0.4,93.91,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,weight_decay,44,0.5,93.86,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,weight_decay,44,0.6,93.39,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,weight_decay,44,0.7,93.35,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,weight_decay,44,0.8,93.13,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,weight_decay,44,0.9,92.87,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,weight_decay,44,1.0,92.49,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/weight_decay/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,no_regularization,40,0.0,93.65,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,no_regularization,40,0.1,93.27,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,no_regularization,40,0.2,92.58,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,no_regularization,40,0.3,91.66,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,no_regularization,40,0.4,89.84,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,no_regularization,40,0.5,87.85,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,no_regularization,40,0.6,84.15,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,no_regularization,40,0.7,81.59,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,no_regularization,40,0.8,78.8,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,no_regularization,40,0.9,74.52,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,no_regularization,40,1.0,72.05,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_40/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc2_h16,no_regularization,41,0.0,93.65,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,no_regularization,41,0.1,93.3,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,no_regularization,41,0.2,93.04,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,no_regularization,41,0.3,91.76,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,no_regularization,41,0.4,89.76,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,no_regularization,41,0.5,87.47,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,no_regularization,41,0.6,84.74,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,no_regularization,41,0.7,82.39,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,no_regularization,41,0.8,78.31,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,no_regularization,41,0.9,74.85,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,no_regularization,41,1.0,71.97,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_41/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h16,no_regularization,42,0.0,93.65,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,no_regularization,42,0.1,93.43,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,no_regularization,42,0.2,92.57,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,no_regularization,42,0.3,92.09,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,no_regularization,42,0.4,90.12,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,no_regularization,42,0.5,87.62,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,no_regularization,42,0.6,84.95,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,no_regularization,42,0.7,81.73,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,no_regularization,42,0.8,78.81,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,no_regularization,42,0.9,75.27,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,no_regularization,42,1.0,71.67,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_42/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h16,no_regularization,43,0.0,93.65,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,no_regularization,43,0.1,93.44,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,no_regularization,43,0.2,92.83,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,no_regularization,43,0.3,91.82,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,no_regularization,43,0.4,90.36,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,no_regularization,43,0.5,87.64,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,no_regularization,43,0.6,84.66,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,no_regularization,43,0.7,81.33,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,no_regularization,43,0.8,77.66,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,no_regularization,43,0.9,74.7,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,no_regularization,43,1.0,71.56,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_43/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h16,no_regularization,44,0.0,93.65,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,no_regularization,44,0.1,93.33,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,no_regularization,44,0.2,92.74,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,no_regularization,44,0.3,91.21,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,no_regularization,44,0.4,90.12,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,no_regularization,44,0.5,87.43,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,no_regularization,44,0.6,85.02,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,no_regularization,44,0.7,81.86,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,no_regularization,44,0.8,78.54,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,no_regularization,44,0.9,75.57,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc2_h16,no_regularization,44,1.0,71.88,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h8_h16/noise_sweep_sigma_0_1_T16_rate_uniform_seed_repeat/fc2_h16/no_regularization/seed_44/noise_sweep_matrix_mnist_fc2_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
